claim_number, claim_percent, claim_amount, remaining_supply
2309, 793889067660777590, 2164068018203027307, 270426663654111190423
2310, 793809678754011513, 2146673030017891252, 268279990624093299171
2311, 793730297786136112, 2129419568481233784, 266150571055612065387
2312, 793650924756357499, 2112306468427191513, 264038264587184873874
2313, 793571559663881864, 2095332574393970070, 261942932012790903804
2314, 793492202507915476, 2078496740542106154, 259864435272248797650
2315, 793412853287664685, 2061797830573425711, 257802637441675371939
2316, 793333512002335919, 2045234717650692240, 255757402724024679699
2317, 793254178651135686, 2028806284317939300, 253728596439706740399
2318, 793174853233270573, 2012511422421481322, 251716085017285259077
2319, 793095535747947246, 1996349033031596893, 249719735984253662184
2320, 793016226194372452, 1980318026364878720, 247739417957888783464
2321, 792936924571753015, 1964417321707244526, 245775000636181538938
2322, 792857630879295840, 1948645847337603228, 243826354788843935710
2323, 792778345116207911, 1933002540452170711, 241893352248391764999
2324, 792699067281696291, 1917486347089429645, 239975865901302335354
2325, 792619797374968122, 1902096222055727788, 238073769679246607566
2326, 792540535395230626, 1886831128851509297, 236186938550395098269
2327, 792461281341691103, 1871690039598173581, 234315248510796924688
2328, 792382035213556934, 1856671934965556327, 232458576575831368361
2329, 792302797010035579, 1841775804100027321, 230616800771731341040
2330, 792223566730334576, 1827000644553199784, 228789800127178141256
2331, 792144344373661543, 1812345462211245950, 226977454664966895306
2332, 792065129939224177, 1797809271224813687, 225179645393742081619
2333, 791985923426230255, 1783391093939538986, 223396254299802542633
2334, 791906724833887632, 1769089960827149188, 221627164338975393445
2335, 791827534161404244, 1754904910417151907, 219872259428558241538
2336, 791748351407988104, 1740834989229104562, 218131424439329136976
2337, 791669176572847306, 1726879251705459587, 216404545187623677389
2338, 791590009655190022, 1713036760144980321, 214691508427478697068
2339, 791510850654224503, 1699306584636722722, 212992201842841974346
2340, 791431699569159081, 1685687802994578006, 211306514039847396340
2341, 791352556399202166, 1672179500692371410, 209634334539155024930
2342, 791273421143562246, 1658780770799512309, 207975553768355512621
2343, 791194293801447890, 1645490713917190943, 206330063054438321678
2344, 791115174372067746, 1632308438115117058, 204697754616323204620
2345, 791036062854630540, 1619233058868795812, 203078521557454408808
2346, 790956959248345077, 1606263698997336340, 201472257858457072468
2347, 790877863552420243, 1593399488601788395, 199878858369855284073
2348, 790798775766065001, 1580639565004002534, 198298218804851281539
2349, 790719695888488395, 1567983072686009360, 196730235732165272179
2350, 790640623918899547, 1555429163229913364, 195174806568935358815
2351, 790561559856507658, 1542976995258296947, 193631829573677061868
2352, 790482503700522008, 1530625734375130248, 192101203839301931620
2353, 790403455450151956, 1518374553107182441, 190582829286194749179
2354, 790324415104606941, 1506222630845930194, 189076606655348818985
2355, 790245382663096481, 1494169153789959023, 187582437501558859962
2356, 790166358124830172, 1482213314887853316, 186100224186671006646
2357, 790087341489017689, 1470354313781570848, 184629869872889435798
2358, 790008332754868788, 1458591356750297612, 183171278516139138186
2359, 789929331921593302, 1446923656654778855, 181724354859484359331
2360, 789850338988401143, 1435350432882122237, 180289004426602237094
2361, 789771353954502303, 1423870911291069079, 178865133515311168015
2362, 789692376819106853, 1412484324157729652, 177452649191153438363
2363, 789613407581424943, 1401189910121778571, 176051459281031659792
2364, 789534446240666801, 1389986914133106313, 174661472366898553479
2365, 789455492796042735, 1378874587398922982, 173282597779499630497
2366, 789376547246763131, 1367852187331310420, 171914745592168320077
2367, 789297609592038455, 1356918977495218845, 170557826614673101232
2368, 789218679831079252, 1346074227556904179, 169211752387116197053
2369, 789139757963096145, 1335317213232802320, 167876435173883394733
2370, 789060843987299836, 1324647216238836599, 166551787957644558134
2371, 788981937902901107, 1314063524240154711, 165237724433404403423
2372, 788903039709110817, 1303565430801291447, 163934159002603111976
2373, 788824149405139906, 1293152235336753583, 162641006767266358393
2374, 788745266990199393, 1282823243062023301, 161358183524204335092
2375, 788666392463500374, 1272577764944976560, 160085605759259358532
2376, 788587525824254024, 1262415117657712881, 158823190641601645651
2377, 788508667071671599, 1252334623528793003, 157570856018072852648
2378, 788429816204964432, 1242335610495880928, 156328520407576971720
2379, 788350973223343936, 1232417412058786892, 155096102995518184828
2380, 788272138126021602, 1222579367232907833, 153873523628285276995
2381, 788193310912209000, 1212820820503061952, 152660702807782215043
2382, 788114491581117780, 1203141121777713999, 151457561686004501044
2383, 788035680131959669, 1193539626343587931, 150264022059660913113
2384, 787956876563946474, 1184015694820663641, 149080006364840249472
2385, 787878080876290080, 1174568693117554459, 147905437671722695013
2386, 787799293068202451, 1165197992387262185, 146740239679335432828
2387, 787720513138895631, 1155902968983306408, 145584336710352126420
2388, 787641741087581742, 1146683004416224913, 144437653705935901507
2389, 787562976913472984, 1137537485310442019, 143300116220625459488
2390, 787484220615781637, 1128465803361501680, 142171650417263957808
2391, 787405472193720059, 1119467355293662241, 141052183061970295567
2392, 787326731646500687, 1110541542817849764, 139941641519152445803
2393, 787247998973336037, 1101687772589966843, 138839953746562478960
2394, 787169274173438704, 1092905456169553881, 137747048290392925079
2395, 787090557246021361, 1084194009978799814, 136662854280414125265
2396, 787011848190296759, 1075552855261899291, 135587301425152225974
2397, 786933147005477730, 1066981418044753367, 134520320007107472607
2398, 786854453690777183, 1058479129095010741, 133461840878012461866
2399, 786775768245408106, 1050045423882446665, 132411795454130015201
2400, 786697090668583566, 1041679742539676618, 131370115711590338583
2401, 786618420959516708, 1033381529823201887, 130336734181767136696
2402, 786539759117420757, 1025150235074784238, 129311583946692352458
2403, 786461105141509015, 1016985312183146834, 128294598634509205624
2404, 786382459030994865, 1008886219545998651, 127285712414963206973
2405, 786303820785091766, 1000852420032379595, 126284859994930827378
2406, 786225190403013257, 992883380945323615, 125291976613985503763
2407, 786146567883972956, 984978573984837069, 124306998040000666694
2408, 786067953227184559, 977137475211189667, 123329860564789477027
2409, 785989346431861841, 969359565008515323, 122360500999780961704
2410, 785910747497218655, 961644328048720261, 121398856671732241443
2411, 785832156422468934, 953991253255695771, 120444865418476545672
2412, 785753573206826688, 946399833769832985, 119498465584706712687
2413, 785674997849506006, 938869566912837139, 118559596017793875548
2414, 785596430349721056, 931399954152838722, 117628196063641036826
2415, 785517870706686084, 923990501069799009, 116704205562571237817
2416, 785439318919615416, 916640717321207459, 115787564845250030358
2417, 785360774987723455, 909350116608068476, 114878214728641961882
2418, 785282238910224683, 902118216641175091, 113976096512000786791
2419, 785203710686333661, 894944539107667088, 113081151972893119703
2420, 785125190315265028, 887828609637871179, 112193323363255248524
2421, 785046677796233502, 880769957772420795, 111312553405482827729
2422, 784968173128453879, 873768116929653127, 110438785288553174602
2423, 784889676311141034, 866822624373281055, 109571962664179893547
2424, 784811187343509920, 859933021180337607, 108712029642999555940
2425, 784732706224775570, 853098852209390639, 107858930790790165301
2426, 784654232954153093, 846319666069025422, 107012611124721139879
2427, 784575767530857678, 839595015086592872, 106173016109634547007
2428, 784497309954104593, 832924455277221134, 105340091654357325873
2429, 784418860223109183, 826307546313088293, 104513784108044237580
2430, 784340418337086873, 819743851492953991, 103694040256551283589
2431, 784261984295253165, 813232937711947722, 102880807318839335867
2432, 784183558096823640, 806774375431611650, 102074032943407724217
2433, 784105139741013958, 800367738650195758, 101273665204757528459
2434, 784026729227039857, 794012604873203187, 100479652599884325272
2435, 783948326554117154, 787708555084183637, 99691944044800141635
2436, 783869931721461743, 781455173715772716, 98910488871084368919
2437, 783791544728289597, 775252048620975145, 98135236822463393774
2438, 783713165573816769, 769098771044689739, 97366138051418704035
2439, 783634794257259388, 762994935595474106, 96603143115823229929
2440, 783556430777833663, 756940140217547032, 95846202975605682897
2441, 783478075134755880, 750933986163026518, 95095268989442656379
2442, 783399727327242405, 744976077964401474, 94350292911478254905
2443, 783321387354509681, 739066023407235070, 93611226888071019835
2444, 783243055215774231, 733203433503097791, 92878023454567922044
2445, 783164730910252654, 727387922462728212, 92150635532105193832
2446, 783086414437161629, 721619107669419600, 91429016424435774232
2447, 783008105795717913, 715896609652630374, 90713119814783143858
2448, 782929804985138342, 710220052061816555, 90002899762721327303
2449, 782851512004639829, 704589061640484303, 89298310701080843000
2450, 782773226853439366, 699003268200460668, 88599307432880382332
2451, 782694949530754023, 693462304596380706, 87905845128284001626
2452, 782616680035800948, 687965806700389120, 87217879321583612506
2453, 782538418367797368, 682513413377054598, 86535365908206557908
2454, 782460164525960589, 677104766458495042, 85858261141748062866
2455, 782381918509507993, 671739510719711896, 85186521631028350970
2456, 782303680317657043, 666417293854131797, 84520104337174219173
2457, 782225449949625278, 661137766449353785, 83858966570724865388
2458, 782147227404630316, 655900581963100329, 83203065988761765059
2459, 782069012681889853, 650705396699370431, 82552360592062394628
2460, 781990805780621665, 645551869784793097, 81906808722277601531
2461, 781912606700043603, 640439663145179471, 81266369059132422060
2462, 781834415439373599, 635368441482271946, 80631000617650150114
2463, 781756231997829662, 630337872250688575, 80000662745399461539
2464, 781678056374629880, 625347625635061127, 79375315119764400412
2465, 781599888568992418, 620397374527365144, 78754917745237035268
2466, 781521728580135519, 615486794504440366, 78139430950732594902
2467, 781443576407277506, 610615563805699913, 77528815386926894989
2468, 781365432049636779, 605783363311026611, 76923032023615868378
2469, 781287295506431816, 600989876518854887, 76322042147097013491
2470, 781209166776881173, 596234789524436648, 75725807357572576843
2471, 781131045860203485, 591517790998289590, 75134289566574287253
2472, 781052932755617465, 586838572164826376, 74547450994409460877
2473, 780974827462341904, 582196826781163171, 73965254167628297706
2474, 780896729979595670, 577592251116105980, 73387661916512191726
2475, 780818640306597711, 573024543929313322, 72814637372582878404
2476, 780740558442567052, 568493406450633697, 72246143966132244707
2477, 780662484386722796, 563998542359616408, 71682145423772628299
2478, 780584418138284124, 559539657765194231, 71122605766007434068
2479, 780506359696470296, 555116461185536506, 70567489304821897562
2480, 780428309060500649, 550728663528071179, 70016760641293826383
2481, 780350266229594599, 546375978069674380, 69470384663224152003
2482, 780272231202971640, 542058120437026106, 68928326542787125897
